u,w,shift_x,shift_y,align,n_on_top,n_clash,min_r_Hf_Sr,O_O_stack,d_min
0.6182,0.4182,1.4267,2.5364,0.1367,2,16,0.1747,4,2.3122
0.6182,0.4364,1.3950,2.5998,0.1350,2,16,0.1636,5,2.3018
0.6182,0.4545,1.3633,2.6632,0.1335,2,16,0.1819,5,2.2935
0.6182,0.4727,1.3316,2.7266,0.1322,2,13,0.2223,5,2.2874
0.6182,0.4909,1.2999,2.7900,0.1308,2,13,0.2754,5,2.2834
0.6182,0.5091,1.2682,2.8535,0.1295,2,12,0.3351,6,2.2817
0.6182,0.5273,1.2365,2.9169,0.1281,2,12,0.3985,5,2.2821
0.6182,0.5455,1.2048,2.9803,0.1268,2,11,0.4641,5,2.2848
0.6182,0.5636,1.1731,3.0437,0.1256,2,13,0.4337,5,2.2896
0.6182,0.5818,1.1414,3.1071,0.1243,2,13,0.3629,5,2.2967
0.6182,0.6000,1.1097,3.1705,0.1232,2,13,0.2921,4,2.3059
0.6182,0.6182,1.0780,3.2339,0.1224,2,14,0.2214,4,2.3172
0.6182,0.6364,1.0463,3.2973,0.1219,1,15,0.1509,5,2.3073
0.6182,0.6545,1.0146,3.3607,0.1218,1,15,0.0812,6,2.2930
0.6182,0.6727,0.9829,3.4241,0.1222,1,14,0.0211,5,2.2808
0.6182,0.6909,0.9512,3.4876,0.1232,0,15,0.0660,5,2.2708
0.6182,0.7091,0.9194,3.5510,0.1247,1,14,0.1353,5,2.2629
0.6182,0.7273,0.8877,3.6144,0.1269,1,14,0.1954,5,2.2573
0.6182,0.7455,0.8560,3.6778,0.1299,1,14,0.1702,5,2.2539
0.6182,0.7636,0.8243,3.7412,0.1335,1,14,0.1727,5,2.2527
0.6182,0.7818,0.7926,3.8046,0.1374,1,14,0.2018,5,2.2537
0.6182,0.8000,0.7609,3.8680,0.1416,2,13,0.2484,5,2.2569
0.6182,0.8182,0.7292,3.9314,0.1459,2,12,0.3044,5,2.2624
0.6182,0.8364,0.6975,3.9948,0.1502,2,12,0.3657,5,2.2701
0.6182,0.8545,0.6658,4.0582,0.1543,3,12,0.4300,5,2.2799
0.6182,0.8727,0.6341,4.1217,0.1579,3,13,0.4960,5,2.2919
0.6182,0.8909,0.6024,4.1851,0.1610,3,15,0.4860,6,2.3060
0.6182,0.9091,0.5707,4.2485,0.1635,3,15,0.4718,5,2.3182
0.6182,0.9273,0.5390,4.3119,0.1654,3,15,0.4353,5,2.3067
0.6182,0.9455,0.5073,4.3753,0.1668,3,16,0.3906,5,2.2974
0.6182,0.9636,0.4756,4.4387,0.1678,3,16,0.3547,4,2.2901
0.6182,0.9818,0.4439,4.5021,0.1686,3,16,0.3303,4,2.2851
0.6364,0.0000,2.2194,1.1097,0.1731,4,17,0.3908,4,2.2716
0.6364,0.0182,2.1876,1.1731,0.1729,3,17,0.3951,5,2.2709
0.6364,0.0364,2.1559,1.2365,0.1728,3,18,0.4117,5,2.2725
0.6364,0.0545,2.1242,1.2999,0.1729,3,19,0.4393,5,2.2763
0.6364,0.0727,2.0925,1.3633,0.1735,4,17,0.4507,5,2.2823
0.6364,0.0909,2.0608,1.4267,0.1741,3,17,0.4357,5,2.2904
0.6364,0.1091,2.0291,1.4901,0.1748,4,17,0.4320,5,2.3007
0.6364,0.1273,1.9974,1.5535,0.1754,4,17,0.4399,5,2.3132
0.6364,0.1455,1.9657,1.6170,0.1756,4,15,0.4587,5,2.3043
0.6364,0.1636,1.9340,1.6804,0.1754,4,15,0.4872,4,2.2911
0.6364,0.1818,1.9023,1.7438,0.1745,3,15,0.5238,4,2.2800
0.6364,0.2000,1.8706,1.8072,0.1728,3,15,0.5669,5,2.2711
0.6364,0.2182,1.8389,1.8706,0.1704,3,14,0.5395,6,2.2644
0.6364,0.2364,1.8072,1.9340,0.1672,3,14,0.4690,6,2.2598
0.6364,0.2545,1.7755,1.9974,0.1634,3,14,0.3987,6,2.2575
0.6364,0.2727,1.7438,2.0608,0.1592,3,14,0.3287,5,2.2574
0.6364,0.2909,1.7121,2.1242,0.1546,3,14,0.2591,4,2.2596
0.6364,0.3091,1.6804,2.1876,0.1501,2,14,0.1904,4,2.2639
0.6364,0.3273,1.6487,2.2511,0.1457,2,15,0.1244,5,2.2705
0.6364,0.3455,1.6170,2.3145,0.1416,1,15,0.0687,5,2.2792
0.6364,0.3636,1.5853,2.3779,0.1380,2,15,0.0634,5,2.2901
0.6364,0.3818,1.5535,2.4413,0.1349,2,15,0.1157,4,2.3032
0.6364,0.4000,1.5218,2.5047,0.1325,3,15,0.1618,4,2.3143
0.6364,0.4182,1.4901,2.5681,0.1306,2,15,0.1113,4,2.3017
0.6364,0.4364,1.4584,2.6315,0.1291,2,15,0.0929,5,2.2912
0.6364,0.4545,1.4267,2.6949,0.1280,2,15,0.1222,5,2.2829
0.6364,0.4727,1.3950,2.7583,0.1272,2,15,0.1769,6,2.2767
0.6364,0.4909,1.3633,2.8217,0.1265,2,13,0.2402,6,2.2727
0.6364,0.5091,1.3316,2.8852,0.1260,2,13,0.3068,6,2.2710
0.6364,0.5273,1.2999,2.9486,0.1256,2,12,0.3750,5,2.2715
0.6364,0.5455,1.2682,3.0120,0.1253,2,11,0.4441,5,2.2741
0.6364,0.5636,1.2365,3.0754,0.1250,2,12,0.4363,5,2.2790
0.6364,0.5818,1.2048,3.1388,0.1248,2,13,0.3660,4,2.2861
0.6364,0.6000,1.1731,3.2022,0.1246,2,13,0.2959,4,2.2953
0.6364,0.6182,1.1414,3.2656,0.1246,2,13,0.2265,5,2.3067
0.6364,0.6364,1.1097,3.3290,0.1249,1,15,0.1582,6,2.3117
0.6364,0.6545,1.0780,3.3924,0.1254,2,15,0.0940,6,2.2975
0.6364,0.6727,1.0463,3.4558,0.1262,2,15,0.0519,5,2.2853
0.6364,0.6909,1.0146,3.5193,0.1275,2,15,0.0812,5,2.2753
0.6364,0.7091,0.9829,3.5827,0.1293,3,15,0.1434,4,2.2675
0.6364,0.7273,0.9512,3.6461,0.1317,1,15,0.1394,5,2.2618
0.6364,0.7455,0.9194,3.7095,0.1348,1,14,0.1011,5,2.2584
0.6364,0.7636,0.8877,3.7729,0.1385,1,14,0.1053,5,2.2572
0.6364,0.7818,0.8560,3.8363,0.1426,1,14,0.1483,6,2.2582
0.6364,0.8000,0.8243,3.8997,0.1470,2,14,0.2072,5,2.2615
0.6364,0.8182,0.7926,3.9631,0.1515,2,13,0.2719,5,2.2669
0.6364,0.8364,0.7609,4.0265,0.1560,3,14,0.3391,5,2.2746
0.6364,0.8545,0.7292,4.0899,0.1603,3,14,0.4076,5,2.2844
0.6364,0.8727,0.6975,4.1534,0.1641,3,14,0.4767,5,2.2964
0.6364,0.8909,0.6658,4.2168,0.1672,3,14,0.5463,6,2.3105
0.6364,0.9091,0.6341,4.2802,0.1697,3,15,0.5355,6,2.3077
0.6364,0.9273,0.6024,4.3436,0.1715,3,15,0.4897,5,2.2962
0.6364,0.9455,0.5707,4.4070,0.1726,3,16,0.4505,5,2.2867
0.6364,0.9636,0.5390,4.4704,0.1731,3,16,0.4197,4,2.2795
0.6364,0.9818,0.5073,4.5338,0.1732,4,16,0.3993,4,2.2744
0.6545,0.0000,2.2828,1.1414,0.1758,4,18,0.4617,4,2.2631
0.6545,0.0182,2.2511,1.2048,0.1747,3,18,0.4653,5,2.2624
0.6545,0.0364,2.2194,1.2682,0.1736,4,18,0.4512,5,2.2640
0.6545,0.0545,2.1876,1.3316,0.1727,3,18,0.4126,5,2.2678
0.6545,0.0727,2.1559,1.3950,0.1721,3,17,0.3833,6,2.2738
0.6545,0.0909,2.1242,1.4584,0.1718,2,18,0.3656,6,2.2820
0.6545,0.1091,2.0925,1.5218,0.1716,3,17,0.3612,6,2.2923
0.6545,0.1273,2.0608,1.5853,0.1714,3,16,0.3705,6,2.3048
0.6545,0.1455,2.0291,1.6487,0.1710,3,16,0.3926,5,2.3110
0.6545,0.1636,1.9974,1.7121,0.1703,3,16,0.4256,4,2.2978
0.6545,0.1818,1.9657,1.7755,0.1690,3,15,0.4670,4,2.2867
0.6545,0.2000,1.9340,1.8389,0.1672,3,15,0.5128,4,2.2778
0.6545,0.2182,1.9023,1.9023,0.1647,3,15,0.5261,6,2.2711
0.6545,0.2364,1.8706,1.9657,0.1615,3,13,0.4826,6,2.2666
0.6545,0.2545,1.8389,2.0291,0.1578,3,13,0.4146,6,2.2643
0.6545,0.2727,1.8072,2.0925,0.1536,3,14,0.3477,5,2.2642
0.6545,0.2909,1.7755,2.1559,0.1491,2,13,0.2829,5,2.2663
0.6545,0.3091,1.7438,2.2194,0.1446,2,13,0.2217,5,2.2707
0.6545,0.3273,1.7121,2.2828,0.1403,1,14,0.1684,4,2.2772
0.6545,0.3455,1.6804,2.3462,0.1362,1,14,0.1328,5,2.2859
0.6545,0.3636,1.6487,2.4096,0.1326,1,14,0.1301,5,2.2968
0.6545,0.3818,1.6170,2.4730,0.1295,1,14,0.1621,4,2.3098
0.6545,0.4000,1.5853,2.5364,0.1272,1,15,0.1345,4,2.3059
0.6545,0.4182,1.5535,2.5998,0.1255,1,15,0.0656,4,2.2933
0.6545,0.4364,1.5218,2.6632,0.1244,1,16,0.0234,4,2.2828
0.6545,0.4545,1.4901,2.7266,0.1237,1,15,0.0827,6,2.2744
0.6545,0.4727,1.4584,2.7900,0.1235,1,15,0.1523,6,2.2682
0.6545,0.4909,1.4267,2.8535,0.1235,2,14,0.2227,6,2.2642
0.6545,0.5091,1.3950,2.9169,0.1238,2,13,0.2934,6,2.2625
0.6545,0.5273,1.3633,2.9803,0.1244,2,13,0.3641,5,2.2630
0.6545,0.5455,1.3316,3.0437,0.1251,2,13,0.4349,5,2.2656
0.6545,0.5636,1.2999,3.1071,0.1258,2,11,0.4501,4,2.2705
0.6545,0.5818,1.2682,3.1705,0.1265,2,12,0.3824,4,2.2776
0.6545,0.6000,1.2365,3.2339,0.1273,2,13,0.3160,5,2.2869
0.6545,0.6182,1.2048,3.2973,0.1282,2,12,0.2521,5,2.2983
0.6545,0.6364,1.1731,3.3607,0.1292,2,13,0.1932,6,2.3118
0.6545,0.6545,1.1414,3.4241,0.1302,2,16,0.1454,6,2.3041
0.6545,0.6727,1.1097,3.4876,0.1315,2,16,0.1224,6,2.2920
0.6545,0.6909,1.0780,3.5510,0.1330,2,16,0.1375,4,2.2820
0.6545,0.7091,1.0463,3.6144,0.1350,3,16,0.1732,4,2.2742
0.6545,0.7273,1.0146,3.6778,0.1375,3,16,0.1036,4,2.2686
0.6545,0.7455,0.9829,3.7412,0.1405,2,15,0.0392,5,2.2652
0.6545,0.7636,0.9512,3.8046,0.1440,2,16,0.0489,5,2.2640
0.6545,0.7818,0.9194,3.8680,0.1480,2,15,0.1153,6,2.2650
0.6545,0.8000,0.8877,3.9314,0.1524,2,14,0.1851,6,2.2682
0.6545,0.8182,0.8560,3.9948,0.1569,3,14,0.2554,5,2.2737
0.6545,0.8364,0.8243,4.0582,0.1614,3,14,0.3261,5,2.2813
0.6545,0.8545,0.7926,4.1217,0.1657,3,14,0.3968,5,2.2911
0.6545,0.8727,0.7609,4.1851,0.1694,3,14,0.4675,5,2.3030
0.6545,0.8909,0.7292,4.2485,0.1726,3,14,0.5383,6,2.3131
0.6545,0.9091,0.6975,4.3119,0.1749,3,14,0.5892,6,2.2993
0.6545,0.9273,0.6658,4.3753,0.1764,4,15,0.5479,6,2.2877
0.6545,0.9455,0.6341,4.4387,0.1772,4,15,0.5132,5,2.2783
0.6545,0.9636,0.6024,4.5021,0.1772,4,16,0.4864,4,2.2710
0.6545,0.9818,0.5707,4.5655,0.1767,4,18,0.4689,4,2.2660
0.6727,0.0000,2.3462,1.1731,0.1771,4,18,0.5043,4,2.2568
0.6727,0.0182,2.3145,1.2365,0.1752,3,18,0.4482,4,2.2561
0.6727,0.0364,2.2828,1.2999,0.1732,4,18,0.3968,5,2.2577
0.6727,0.0545,2.2511,1.3633,0.1713,4,19,0.3522,6,2.2615
0.6727,0.0727,2.2194,1.4267,0.1696,3,18,0.3174,6,2.2675
0.6727,0.0909,2.1876,1.4901,0.1683,2,18,0.2958,6,2.2757
0.6727,0.1091,2.1559,1.5535,0.1672,2,17,0.2903,6,2.2861
0.6727,0.1273,2.1242,1.6170,0.1663,3,17,0.3019,6,2.2986
0.6727,0.1455,2.0925,1.6804,0.1653,3,15,0.3287,4,2.3132
0.6727,0.1636,2.0608,1.7438,0.1641,3,15,0.3674,4,2.3066
0.6727,0.1818,2.0291,1.8072,0.1626,3,15,0.4147,4,2.2956
0.6727,0.2000,1.9974,1.8706,0.1606,3,14,0.4425,5,2.2867
0.6727,0.2182,1.9657,1.9340,0.1582,3,13,0.4578,5,2.2800
0.6727,0.2364,1.9340,1.9974,0.1551,3,13,0.4832,6,2.2755
0.6727,0.2545,1.9023,2.0608,0.1516,2,12,0.4414,6,2.2732
0.6727,0.2727,1.8706,2.1242,0.1477,2,12,0.3793,5,2.2731
0.6727,0.2909,1.8389,2.1876,0.1435,2,12,0.3209,5,2.2753
0.6727,0.3091,1.8072,2.2511,0.1394,2,13,0.2686,5,2.2796
0.6727,0.3273,1.7755,2.3145,0.1353,1,14,0.2266,5,2.2861
0.6727,0.3455,1.7438,2.3779,0.1315,1,14,0.2014,4,2.2948
0.6727,0.3636,1.7121,2.4413,0.1281,1,13,0.1997,4,2.3056
0.6727,0.3818,1.6804,2.5047,0.1253,1,14,0.2096,4,2.3146
0.6727,0.4000,1.6487,2.5681,0.1231,1,15,0.1417,4,2.2998
0.6727,0.4182,1.6170,2.6315,0.1217,0,14,0.0792,4,2.2871
0.6727,0.4364,1.5853,2.6949,0.1210,1,14,0.0501,5,2.2765
0.6727,0.4545,1.5535,2.7583,0.1208,1,14,0.0939,6,2.2681
0.6727,0.4727,1.5218,2.8217,0.1211,2,14,0.1586,6,2.2619
0.6727,0.4909,1.4901,2.8852,0.1219,2,13,0.2271,6,2.2579
0.6727,0.5091,1.4584,2.9486,0.1231,2,12,0.2967,5,2.2562
0.6727,0.5273,1.4267,3.0120,0.1246,2,13,0.3668,4,2.2566
0.6727,0.5455,1.3950,3.0754,0.1262,2,12,0.4371,4,2.2593
0.6727,0.5636,1.3633,3.1388,0.1279,2,11,0.4743,4,2.2642
0.6727,0.5818,1.3316,3.2022,0.1296,2,11,0.4106,5,2.2714
0.6727,0.6000,1.2999,3.2656,0.1313,2,12,0.3496,5,2.2807
0.6727,0.6182,1.2682,3.3290,0.1329,2,13,0.2931,5,2.2921
0.6727,0.6364,1.2365,3.3924,0.1346,2,14,0.2443,6,2.3057
0.6727,0.6545,1.2048,3.4558,0.1361,2,16,0.2085,6,2.3129
0.6727,0.6727,1.1731,3.5193,0.1377,2,16,0.1932,5,2.3008
0.6727,0.6909,1.1414,3.5827,0.1395,2,16,0.2031,4,2.2909
0.6727,0.7091,1.1097,3.6461,0.1414,2,16,0.1771,4,2.2831
0.6727,0.7273,1.0780,3.7095,0.1438,3,17,0.1100,4,2.2775
0.6727,0.7455,1.0463,3.7729,0.1466,2,17,0.0538,4,2.2741
0.6727,0.7636,1.0146,3.8363,0.1499,2,17,0.0612,6,2.2729
0.6727,0.7818,0.9829,3.8997,0.1536,3,17,0.1210,6,2.2739
0.6727,0.8000,0.9512,3.9631,0.1576,3,17,0.1887,6,2.2771
0.6727,0.8182,0.9194,4.0265,0.1619,3,15,0.2581,6,2.2826
0.6727,0.8364,0.8877,4.0899,0.1662,3,14,0.3281,5,2.2902
0.6727,0.8545,0.8560,4.1534,0.1702,3,15,0.3985,5,2.2999
0.6727,0.8727,0.8243,4.2168,0.1738,3,14,0.4690,5,2.3118
0.6727,0.8909,0.7926,4.2802,0.1767,3,15,0.5396,6,2.3069
0.6727,0.9091,0.7609,4.3436,0.1788,4,15,0.6103,6,2.2931
0.6727,0.9273,0.7292,4.4070,0.1800,4,15,0.6088,6,2.2815
0.6727,0.9455,0.6975,4.4704,0.1804,4,16,0.5778,5,2.2720
0.6727,0.9636,0.6658,4.5338,0.1799,4,16,0.5541,4,2.2647
0.6727,0.9818,0.6341,4.5972,0.1788,4,18,0.5388,4,2.2597
0.6909,0.0000,2.4096,1.2048,0.1771,3,18,0.4671,4,2.2527
0.6909,0.0182,2.3779,1.2682,0.1744,3,18,0.4059,5,2.2520
0.6909,0.0364,2.3462,1.3316,0.1716,3,17,0.3483,6,2.2536
0.6909,0.0545,2.3145,1.3950,0.1688,4,18,0.2966,6,2.2574
0.6909,0.0727,2.2828,1.4584,0.1661,3,17,0.2543,6,2.2635
0.6909,0.0909,2.2511,1.5218,0.1638,2,17,0.2267,6,2.2717
0.6909,0.1091,2.2194,1.5853,0.1620,3,17,0.2195,6,2.2821
0.6909,0.1273,2.1876,1.6487,0.1603,2,17,0.2346,5,2.2946
0.6909,0.1455,2.1559,1.7121,0.1588,2,17,0.2682,4,2.3093
0.6909,0.1636,2.1242,1.7755,0.1573,2,16,0.3144,4,2.3176
0.6909,0.1818,2.0925,1.8389,0.1556,2,15,0.3673,4,2.3066
0.6909,0.2000,2.0608,1.9023,0.1536,2,13,0.3724,5,2.2978
0.6909,0.2182,2.0291,1.9657,0.1513,2,13,0.3906,5,2.2911
0.6909,0.2364,1.9974,2.0291,0.1485,2,13,0.4200,5,2.2866
0.6909,0.2545,1.9657,2.0925,0.1454,2,12,0.4587,5,2.2843
0.6909,0.2727,1.9340,2.1559,0.1419,2,11,0.4206,5,2.2842
0.6909,0.2909,1.9023,2.2194,0.1383,2,12,0.3688,5,2.2864
0.6909,0.3091,1.8706,2.2828,0.1346,2,13,0.3243,5,2.2907
0.6909,0.3273,1.8389,2.3462,0.1311,1,13,0.2904,5,2.2971
0.6909,0.3455,1.8072,2.4096,0.1277,1,14,0.2713,5,2.3058
0.6909,0.3636,1.7755,2.4730,0.1248,1,13,0.2700,4,2.3166
0.6909,0.3818,1.7438,2.5364,0.1223,1,15,0.2365,3,2.3106
0.6909,0.4000,1.7121,2.5998,0.1205,1,14,0.1791,4,2.2957
0.6909,0.4182,1.6804,2.6632,0.1194,0,14,0.1352,5,2.2830
0.6909,0.4364,1.6487,2.7266,0.1191,0,14,0.1205,5,2.2725
0.6909,0.4545,1.6170,2.7900,0.1194,0,14,0.1443,6,2.2641
0.6909,0.4727,1.5853,2.8535,0.1203,1,14,0.1928,6,2.2578
0.6909,0.4909,1.5535,2.9169,0.1218,1,13,0.2522,6,2.2539
0.6909,0.5091,1.5218,2.9803,0.1237,1,13,0.3163,4,2.2521
0.6909,0.5273,1.4901,3.0437,0.1260,1,13,0.3828,4,2.2526
0.6909,0.5455,1.4584,3.1071,0.1285,1,13,0.4067,4,2.2553
0.6909,0.5636,1.4267,3.1705,0.1311,2,12,0.4403,5,2.2602
0.6909,0.5818,1.3950,3.2339,0.1336,2,11,0.4483,5,2.2673
0.6909,0.6000,1.3633,3.2973,0.1362,2,12,0.3932,5,2.2766
0.6909,0.6182,1.3316,3.3607,0.1386,2,13,0.3440,5,2.2881
0.6909,0.6364,1.2999,3.4241,0.1408,2,13,0.3035,5,2.3017
0.6909,0.6545,1.2682,3.4876,0.1428,2,15,0.2755,5,2.3174
0.6909,0.6727,1.2365,3.5510,0.1447,2,16,0.2641,5,2.3118
0.6909,0.6909,1.2048,3.6144,0.1465,2,16,0.2685,4,2.3019
0.6909,0.7091,1.1731,3.6778,0.1483,2,17,0.2068,4,2.2942
0.6909,0.7273,1.1414,3.7412,0.1504,3,18,0.1533,4,2.2886
0.6909,0.7455,1.1097,3.8046,0.1528,3,17,0.1196,4,2.2852
0.6909,0.7636,1.0780,3.8680,0.1556,2,17,0.1231,5,2.2840
0.6909,0.7818,1.0463,3.9314,0.1588,2,17,0.1614,6,2.2850
0.6909,0.8000,1.0146,3.9948,0.1624,4,17,0.2168,6,2.2882
0.6909,0.8182,0.9829,4.0582,0.1662,3,16,0.2793,6,2.2936
0.6909,0.8364,0.9512,4.1217,0.1700,3,18,0.3451,6,2.3012
0.6909,0.8545,0.9194,4.1851,0.1736,3,17,0.4125,5,2.3109
0.6909,0.8727,0.8877,4.2485,0.1769,3,16,0.4810,5,2.3187
0.6909,0.8909,0.8560,4.3119,0.1795,4,15,0.5501,5,2.3029
0.6909,0.9091,0.8243,4.3753,0.1812,4,15,0.6195,6,2.2891
0.6909,0.9273,0.7926,4.4387,0.1821,4,15,0.6717,6,2.2775
0.6909,0.9455,0.7609,4.5021,0.1821,4,15,0.6437,5,2.2680
0.6909,0.9636,0.7292,4.5655,0.1811,4,16,0.5961,5,2.2607
0.6909,0.9818,0.6975,4.6289,0.1794,4,17,0.5308,4,2.2556
0.7091,0.0000,2.4730,1.2365,0.1756,3,17,0.4384,5,2.2508
0.7091,0.0182,2.4413,1.2999,0.1722,3,18,0.3724,5,2.2502
0.7091,0.0364,2.4096,1.3633,0.1687,3,17,0.3087,5,2.2518
0.7091,0.0545,2.3779,1.4267,0.1652,4,17,0.2489,6,2.2556
0.7091,0.0727,2.3462,1.4901,0.1618,4,17,0.1965,6,2.2616
0.7091,0.0909,2.3145,1.5535,0.1588,2,17,0.1592,6,2.2698
0.7091,0.1091,2.2828,1.6170,0.1561,3,17,0.1488,5,2.2802
0.7091,0.1273,2.2511,1.6804,0.1539,3,18,0.1702,5,2.2928
0.7091,0.1455,2.2194,1.7438,0.1520,2,17,0.2142,4,2.3074
0.7091,0.1636,2.1876,1.8072,0.1502,2,17,0.2699,4,2.3242
0.7091,0.1818,2.1559,1.8706,0.1484,2,15,0.2964,4,2.3197
0.7091,0.2000,2.1242,1.9340,0.1465,2,15,0.3027,5,2.3109
0.7091,0.2182,2.0925,1.9974,0.1443,2,13,0.3248,5,2.3043
0.7091,0.2364,2.0608,2.0608,0.1420,2,13,0.3597,5,2.2999
0.7091,0.2545,2.0291,2.1242,0.1394,2,12,0.4041,5,2.2976
0.7091,0.2727,1.9974,2.1876,0.1365,2,11,0.4553,4,2.2975
0.7091,0.2909,1.9657,2.2511,0.1336,2,12,0.4231,4,2.2996
0.7091,0.3091,1.9340,2.3145,0.1306,1,13,0.3850,4,2.3039
0.7091,0.3273,1.9023,2.3779,0.1277,1,13,0.3569,5,2.3103
0.7091,0.3455,1.8706,2.4413,0.1250,1,14,0.3415,6,2.3189
0.7091,0.3636,1.8389,2.5047,0.1227,1,13,0.2829,5,2.3256
0.7091,0.3818,1.8072,2.5681,0.1208,1,14,0.2265,5,2.3087
0.7091,0.4000,1.7755,2.6315,0.1195,0,14,0.1805,4,2.2939
0.7091,0.4182,1.7438,2.6949,0.1188,0,14,0.1547,5,2.2812
0.7091,0.4364,1.7121,2.7583,0.1188,0,14,0.1591,5,2.2706
0.7091,0.4545,1.6804,2.8217,0.1196,0,14,0.1917,5,2.2622
0.7091,0.4727,1.6487,2.8852,0.1210,1,14,0.2414,5,2.2560
0.7091,0.4909,1.6170,2.9486,0.1231,1,14,0.2927,5,2.2520
0.7091,0.5091,1.5853,3.0120,0.1257,1,14,0.3015,5,2.2502
0.7091,0.5273,1.5535,3.0754,0.1287,1,13,0.3151,5,2.2507
0.7091,0.5455,1.5218,3.1388,0.1319,1,13,0.3431,5,2.2534
0.7091,0.5636,1.4901,3.2022,0.1353,2,12,0.3824,5,2.2583
0.7091,0.5818,1.4584,3.2656,0.1386,2,11,0.4299,5,2.2654
0.7091,0.6000,1.4267,3.3290,0.1419,2,11,0.4439,4,2.2748
0.7091,0.6182,1.3950,3.3924,0.1449,2,13,0.4010,4,2.2862
0.7091,0.6364,1.3633,3.4558,0.1475,2,13,0.3668,5,2.2998
0.7091,0.6545,1.3316,3.5193,0.1498,2,13,0.3440,5,2.3155
0.7091,0.6727,1.2999,3.5827,0.1519,2,16,0.3350,5,2.3249
0.7091,0.6909,1.2682,3.6461,0.1536,2,16,0.3058,5,2.3151
0.7091,0.7091,1.2365,3.7095,0.1553,2,17,0.2534,4,2.3074
0.7091,0.7273,1.2048,3.7729,0.1570,2,18,0.2121,4,2.3018
0.7091,0.7455,1.1731,3.8363,0.1589,3,17,0.1891,4,2.2985
0.7091,0.7636,1.1414,3.8997,0.1610,2,17,0.1914,5,2.2973
0.7091,0.7818,1.1097,3.9631,0.1636,3,17,0.2180,5,2.2983
0.7091,0.8000,1.0780,4.0265,0.1665,4,17,0.2617,6,2.3015
0.7091,0.8182,1.0463,4.0899,0.1697,3,17,0.3154,6,2.3068
0.7091,0.8364,1.0146,4.1534,0.1728,3,18,0.3749,6,2.3144
0.7091,0.8545,0.9829,4.2168,0.1759,3,18,0.4378,5,2.3240
0.7091,0.8727,0.9512,4.2802,0.1786,4,17,0.5028,5,2.3169
0.7091,0.8909,0.9194,4.3436,0.1807,4,15,0.5692,5,2.3011
0.7091,0.9091,0.8877,4.4070,0.1821,4,15,0.6366,6,2.2873
0.7091,0.9273,0.8560,4.4704,0.1826,4,15,0.6940,6,2.2756
0.7091,0.9455,0.8243,4.5338,0.1821,4,15,0.6426,5,2.2661
0.7091,0.9636,0.7926,4.5972,0.1807,4,15,0.5738,5,2.2588
0.7091,0.9818,0.7609,4.6606,0.1785,4,16,0.5057,5,2.2537
0.7273,0.0000,2.5364,1.2682,0.1728,3,16,0.4197,5,2.2512
0.7273,0.0182,2.5047,1.3316,0.1690,3,14,0.3503,5,2.2505
0.7273,0.0364,2.4730,1.3950,0.1649,3,16,0.2816,5,2.2521
0.7273,0.0545,2.4413,1.4584,0.1608,3,16,0.2143,6,2.2559
0.7273,0.0727,2.4096,1.5218,0.1569,3,17,0.1504,5,2.2620
0.7273,0.0909,2.3779,1.5853,0.1533,2,17,0.0967,5,2.2702
0.7273,0.1091,2.3462,1.6487,0.1501,2,17,0.0784,5,2.2806
0.7273,0.1273,2.3145,1.7121,0.1474,3,18,0.1140,5,2.2931
0.7273,0.1455,2.2828,1.7755,0.1450,2,17,0.1729,4,2.3078
0.7273,0.1636,2.2511,1.8389,0.1430,2,16,0.2384,4,2.3245
0.7273,0.1818,2.2194,1.9023,0.1412,2,16,0.2256,4,2.3152
0.7273,0.2000,2.1876,1.9657,0.1395,2,15,0.2338,5,2.3064
0.7273,0.2182,2.1559,2.0291,0.1377,2,14,0.2617,5,2.2997
0.7273,0.2364,2.1242,2.0925,0.1359,2,12,0.3040,5,2.2953
0.7273,0.2545,2.0925,2.1559,0.1339,2,12,0.3554,5,2.2930
0.7273,0.2727,2.0608,2.2194,0.1318,2,11,0.4127,4,2.2929
0.7273,0.2909,2.0291,2.2828,0.1297,1,11,0.4737,5,2.2950
0.7273,0.3091,1.9974,2.3462,0.1276,2,13,0.4487,5,2.2993
0.7273,0.3273,1.9657,2.4096,0.1255,2,12,0.3887,5,2.3058
0.7273,0.3455,1.9340,2.4730,0.1236,2,12,0.3198,4,2.3144
0.7273,0.3636,1.9023,2.5364,0.1220,2,13,0.2519,4,2.3251
0.7273,0.3818,1.8706,2.5998,0.1208,2,14,0.1862,4,2.3091
0.7273,0.4000,1.8389,2.6632,0.1200,1,14,0.1264,4,2.2943
0.7273,0.4182,1.8072,2.7266,0.1199,0,14,0.0856,4,2.2816
0.7273,0.4364,1.7755,2.7900,0.1203,0,14,0.0934,5,2.2710
0.7273,0.4545,1.7438,2.8535,0.1214,1,15,0.1420,5,2.2626
0.7273,0.4727,1.7121,2.9169,0.1232,1,14,0.2041,6,2.2564
0.7273,0.4909,1.6804,2.9803,0.1258,1,13,0.2345,4,2.2524
0.7273,0.5091,1.6487,3.0437,0.1289,1,14,0.2309,4,2.2506
0.7273,0.5273,1.6170,3.1071,0.1324,1,14,0.2484,4,2.2511
0.7273,0.5455,1.5853,3.1705,0.1362,2,13,0.2831,5,2.2538
0.7273,0.5636,1.5535,3.2339,0.1402,2,13,0.3296,5,2.2587
0.7273,0.5818,1.5218,3.2973,0.1441,2,12,0.3836,5,2.2658
